month,ipca_12m,ipca_mom,ipca_yoy,month_key
1988-10-01,761.78,0.14900677234950743,1.4156651339781194,1988-10
1988-11-01,858.09,0.12642757751581835,1.4289919891301275,1988-11
1988-12-01,980.21,0.1423160740714844,1.6972565421975179,1988-12
1989-01-01,1149.22,0.17242223605145846,1.9720950681459644,1989-01
1989-02-01,1160.88,0.010146012077757227,1.9029257314328585,1989-02
1989-03-01,1045.29,-0.09957101509199928,1.5798163779061158,1989-03
1989-04-01,940.07,-0.10066106056692392,1.3155003817828028,1989-04
1989-05-01,944.5,0.0047124150329229675,1.4268352218710656,1989-05
1989-06-01,1001.44,0.06028586553732129,1.5127716163998595,1989-06
1989-07-01,1054.11,0.05259426425946612,1.309011653377727,1989-07
