month,ipca_12m,ipca_mom,ipca_yoy,month_key,usdbrl_avg,mom,yoy
2008-07-01,6.37,0.051155115511551275,0.7032085561497325,2008-07,1.5906130434782608,-0.0169611434923872,-0.15483651600985082
2008-08-01,6.17,-0.031397174254317095,0.47607655502392343,2008-08,1.6115142857142857,0.013140368942479608,-0.17997985456984267
2008-09-01,6.25,0.01296596434359798,0.506024096385542,2008-09,1.7987681818181818,0.11619747821279658,-0.05267109459415864
2008-10-01,6.41,0.025600000000000067,0.5558252427184467,2008-10,2.1720521739130434,0.20752201193460573,0.2065341715903415
2008-11-01,6.39,-0.0031201248049922414,0.5250596658711215,2008-11,2.2654900000000002,0.04301822359940122,0.28057090369532967
2008-12-01,5.9,-0.07668231611893572,0.3228699551569507,2008-12,2.393613636363636,0.056554492124721856,0.34082105572455323
2009-01-01,5.84,-0.01016949152542379,0.2807017543859649,2009-01,2.306642857142857,-0.03633451025659451,0.3006462167449555
2009-02-01,5.9,0.010273972602739878,0.27982646420824286,2009-02,2.311872222222222,0.0022670891868550314,0.338708585062804
2009-03-01,5.61,-0.04915254237288136,0.18604651162790686,2009-03,2.3130363636363636,0.0005035492026554955,0.35520475025273557
2009-04-01,5.53,-0.014260249554367221,0.09722222222222232,2009-04,2.20505,-0.046685977503006626,0.30620975044216325
2009-05-01,5.2,-0.05967450271247743,-0.06810035842293904,2009-05,2.060105,-0.06573320332872268,0.24122525583903465
2009-06-01,4.8,-0.07692307692307698,-0.20792079207920788,2009-06,1.956757142857143,-0.05016630567027258,0.20932511654188457
2009-07-01,4.5,-0.0625,-0.293563579277865,2009-07,1.9319521739130434,-0.01267657002538436,0.21459595835349243
2009-08-01,4.36,-0.03111111111111109,-0.293354943273906,2009-08,1.8443809523809525,-0.045327841296775584,0.14450177000041386
2009-09-01,4.34,-0.004587155963302836,-0.3056,2009-09,1.818995238095238,-0.013763812867912839,0.011244948894198803
2009-10-01,4.17,-0.03917050691244239,-0.3494539781591264,2009-10,1.7376190476190476,-0.044736890329302725,-0.2000104470379025
2009-11-01,4.22,0.011990407673860837,-0.3395931142410016,2009-11,1.7253599999999998,-0.007055083584543875,-0.23841641322627793
2009-12-01,4.31,0.021327014218009532,-0.2694915254237289,2009-12,1.7495136363636363,0.013999186467541058,-0.26909104719946064
2010-01-01,4.59,0.06496519721577743,-0.21404109589041098,2010-01,1.7790199999999998,0.01686546650627574,-0.2287405939367666
2010-02-01,4.83,0.05228758169934644,-0.18135593220338986,2010-02,1.8408333333333333,0.03474572142715293,-0.20374780420871008
2010-03-01,5.17,0.07039337474120089,-0.07843137254901966,2010-03,1.7850434782608695,-0.03030684748164625,-0.2282683029441991
2010-04-01,5.26,0.01740812379110257,-0.048824593128390714,2010-04,1.75577,-0.01639930826188618,-0.2037504818484841
2010-05-01,5.22,-0.0076045627376425395,0.0038461538461538325,2010-05,1.8123904761904763,0.03224823079929395,-0.12024363991618081
2010-06-01,4.84,-0.07279693486590033,0.008333333333333304,2010-06,1.8057285714285713,-0.0036757557763754667,-0.07718309447847405
2010-07-01,4.6,-0.04958677685950419,0.022222222222222143,2010-07,1.7688363636363638,-0.020430649642443788,-0.08443056328164644
2010-08-01,4.49,-0.02391304347826073,0.029816513761467878,2010-08,1.7587636363636363,-0.005694550089427208,-0.04642062471247643
2010-09-01,4.7,0.04677060133630295,0.08294930875576045,2010-09,1.7179095238095237,-0.023228881760701703,-0.05557228087719812
2010-10-01,5.2,0.1063829787234043,0.2470023980815348,2010-10,1.6826999999999999,-0.020495563544839945,-0.03160591942998092
2010-11-01,5.63,0.08269230769230762,0.3341232227488151,2010-11,1.7125299999999999,0.017727461817317325,-0.007436129271572223
2010-12-01,5.91,0.04973357015985802,0.3712296983758703,2010-12,1.692613043478261,-0.011630135835132172,-0.03252366355008429
2011-01-01,5.99,0.013536379018612488,0.30501089324618746,2011-01,1.6741142857142857,-0.01092911214128478,-0.05896826021388979
2011-02-01,6.01,0.0033388981636059967,0.24430641821946164,2011-02,1.6671900000000002,-0.004136089019353362,-0.09432865550022629
2011-03-01,6.3,0.048252911813643884,0.2185686653771759,2011-03,1.6583,-0.005332325649746061,-0.07100302026500382
2011-04-01,6.51,0.03333333333333344,0.2376425855513309,2011-04,1.5856473684210528,-0.04381151274132988,-0.09689346074881522
2011-05-01,6.55,0.006144393241167334,0.25478927203065127,2011-05,1.612690909090909,0.01705520483837808,-0.11018572968851748
2011-06-01,6.71,0.02442748091603053,0.38636363636363646,2011-06,1.5862428571428573,-0.016399951037710414,-0.1215496712842461
2011-07-01,6.87,0.023845007451564815,0.49347826086956537,2011-07,1.563138095238095,-0.014565715332126694,-0.11629016263290481
2011-08-01,7.23,0.05240174672489095,0.6102449888641426,2011-08,1.596208695652174,0.021156544335285687,-0.09242568890471026
2011-09-01,7.31,0.011065006915629283,0.5553191489361702,2011-09,1.7489761904761902,0.0957064669802461,0.018083994666829195
2011-10-01,6.97,-0.046511627906976716,0.3403846153846153,2011-10,1.7718700000000003,0.013089834869379757,0.0529922148927322
2011-11-01,6.64,-0.04734576757532283,0.17939609236234455,2011-11,1.789775,0.01010514315384281,0.04510577916883207
2011-12-01,6.5,-0.02108433734939752,0.09983079526226724,2011-12,1.8361909090909092,0.025933935321986956,0.08482616045401659
2012-01-01,6.22,-0.043076923076923124,0.03839732888146896,2012-01,1.7890136363636364,-0.02569301072873198,0.06863291928742332
2012-02-01,5.84,-0.06109324758842438,-0.028286189683860208,2012-02,1.7177578947368422,-0.03982962464815487,0.030331212841272936
2012-03-01,5.24,-0.10273972602739723,-0.1682539682539682,2012-03,1.7947000000000002,0.04479217094498966,0.08225290960622322
2012-04-01,5.1,-0.026717557251908497,-0.21658986175115214,2012-04,1.854225,0.03316710313701443,0.16938042904608097
2012-05-01,4.99,-0.021568627450980316,-0.23816793893129762,2012-05,1.9853863636363636,0.07073648755483486,0.23110160319285677
2012-06-01,4.92,-0.014028056112224463,-0.2667660208643815,2012-06,2.0485700000000002,0.03182435294252328,0.29146050415627234
2012-07-01,5.2,0.05691056910569103,-0.24308588064046577,2012-07,2.02815,-0.009967928847928076,0.29748613137796687
2012-08-01,5.24,0.007692307692307665,-0.2752420470262794,2012-08,2.028865217391304,0.00035264521426126016,0.27105260290688804
2012-09-01,5.28,0.007633587786259444,-0.2777017783857728,2012-09,2.0275,-0.0006728970360385667,0.15924962903467343
2012-10-01,5.45,0.032196969696969724,-0.21807747489239593,2012-10,2.029281818181818,0.0008788252438067801,0.14527692109568857
2012-11-01,5.53,0.014678899082568808,-0.16716867469879515,2012-11,2.067195,0.018683054013735267,0.15500272380606495
2012-12-01,5.84,0.05605786618444841,-0.10153846153846158,2012-12,2.07724,0.004859241629357802,0.1312767042444587
2013-01-01,6.15,0.05308219178082196,-0.01125401929260439,2013-01,2.0304772727272726,-0.022511952048259953,0.13497026040250715
2013-02-01,6.31,0.0260162601626015,0.08047945205479445,2013-02,1.972677777777778,-0.02846596498559184,0.1484026845820372
2013-03-01,6.59,0.044374009508716394,0.25763358778625944,2013-03,1.9822700000000002,0.004862538793856119,0.1045132891291023
2013-04-01,6.49,-0.015174506828528056,0.2725490196078433,2013-04,2.001631818181818,0.009767497960327276,0.0794978053805866
2013-05-01,6.5,0.0015408320493066618,0.30260521042084165,2013-05,2.0342666666666664,0.016304121561423024,0.024620045712802963
2013-06-01,6.7,0.030769230769230882,0.3617886178861789,2013-06,2.1723749999999997,0.06789096808022554,0.06043483991271925
