month,usdbrl_avg,mom,yoy,month_key
2012-06-01,2.0485700000000002,0.03182435294252328,0.29146050415627234,2012-06
2012-07-01,2.02815,-0.009967928847928076,0.29748613137796687,2012-07
2012-08-01,2.028865217391304,0.00035264521426126016,0.27105260290688804,2012-08
2012-09-01,2.0275,-0.0006728970360385667,0.15924962903467343,2012-09
2012-10-01,2.029281818181818,0.0008788252438067801,0.14527692109568857,2012-10
2012-11-01,2.067195,0.018683054013735267,0.15500272380606495,2012-11
2012-12-01,2.07724,0.004859241629357802,0.1312767042444587,2012-12
2013-01-01,2.0304772727272726,-0.022511952048259953,0.13497026040250715,2013-01
2013-02-01,1.972677777777778,-0.02846596498559184,0.1484026845820372,2013-02
2013-03-01,1.9822700000000002,0.004862538793856119,0.1045132891291023,2013-03
2013-04-01,2.001631818181818,0.009767497960327276,0.0794978053805866,2013-04
2013-05-01,2.0342666666666664,0.016304121561423024,0.024620045712802963,2013-05
2013-06-01,2.1723749999999997,0.06789096808022554,0.06043483991271925,2013-06
2013-07-01,2.251560869565217,0.036451289287170674,0.11015500311378212,2013-07
2013-08-01,2.341595454545455,0.03998763089075341,0.15414046949666593,2013-08
2013-09-01,2.2699000000000003,-0.03061820708879537,0.11955610357583257,2013-09
2013-10-01,2.1880565217391306,-0.03605598407897692,0.078241820399086,2013-10
2013-11-01,2.29471,0.04874347495196241,0.11005976697892561,2013-11
2013-12-01,2.344861904761905,0.021855443503494998,0.12883533186435114,2013-12
2014-01-01,2.3816045454545454,0.015669426254068197,0.17292844270827512,2014-01
2014-02-01,2.38309,0.0006237200664946929,0.20804828180532953,2014-02
2014-03-01,2.325494736842105,-0.024168312215608778,0.17314731940760075,2014-03
2014-04-01,2.2321750000000002,-0.04012898217470395,0.11517761644476465,2014-04
2014-05-01,2.2202809523809526,-0.005328456603558296,0.09144046292568309,2014-05
2014-06-01,2.2348600000000003,0.006566307567253515,0.028763450140975033,2014-06
2014-07-01,2.224021739130435,-0.004849637502825743,-0.012231128550435288,2014-07
2014-08-01,2.2674238095238093,0.019515128665218873,-0.03167568713787228,2014-08
2014-09-01,2.332254545454546,0.02859224449281572,0.02747017289508147,2014-09
